cluster_id	wv_baseline_flatness
0	0.0487946946636919
1	0.0151554894643106
2	0.0274633506649464
3	0.0292531680753333
4	0.0443737122124828
5	0.755388307595713
6	0.0210840744310251
7	0.0519892654854106
8	0.0119071912253381
9	0.0608272996053527
10	0.979740731013663
11	0.34446767611455
12	0.0132762681166521
13	0.0219497862505094
14	0.00895104125829866
15	0.0256879987726663
16	0.0147673408273031
17	0.0438268382071568
18	1
19	0.126660641218666
20	0.018439087046685
21	0.0266323958375794
22	0.0265988186243524
23	0.0775439924485295
24	0.00475163380498577
25	0.0256414152056389
26	0.0253522441139996
27	0.134789119032928
28	0.0523155093400036
30	0.0235197284075705
31	0.037757592118602
32	0.00929817897901174
33	0.0371537165957618
34	0.0501366866286633
35	0.0343857917431925
36	0.00773984566715687
37	0.00538981417861335
38	0.0310230225605791
39	0.0275917234681267
40	0.033049952101417
41	0.0388604933318451
42	0.026969973065911
43	0.0247802155001396
44	0.0390083955969751
45	0.00441561757233008
46	0.02174230837247
47	0.0199526326654965
48	0.00759386569435434
49	0.0251200076717441
50	0.0756519496057632
51	0.0247776508441891
52	0.488248721331049
53	0.0050733263934852
54	0.0121787910412147
55	0.038722402545362
56	0.0103280279930393
57	0.0140767252449521
58	0.152833937333152
59	0.0281844599611504
60	0.0427313158753176
61	0.0319139177144789
62	0.0195922536956428
63	0.0187564475115259
64	0.0247014614607438
65	0.0171949686117871
66	0.0134240689921733
67	0.363203439492345
68	0.725901416005416
69	0.0575469735009285
70	0.00683279357777153
71	0.0226969235866686
72	0.488488964041443
73	0.0278163410119756
74	1
75	0.0117605842025598
76	0.0351941156205328
77	0.0233973585715919
78	0.017965436622622
79	0.0193925553857547
80	0.0296395449045618
81	0.201117763238448
82	0.0222047997364307
83	0.017746493734418
84	0.0230451676866428
85	0.0427960791754039
86	0.201901852600634
87	0.917382691996163
88	0.00558053849832978
89	0.0276839077246564
90	0.0164011796366226
91	0.0197381530805139
92	0.0238177504428795
93	0.0146342512148597
94	0.0187110618266145
95	0.0367175346813116
96	0.0119775060052645
97	0.152529539634622
98	0.0247334779519128
99	0.0190450610944271
100	0.0391504423650653
101	0.0514397726681302
102	0.0180910356362779
103	0.0242452491681635
104	0.00929664508355064
105	0.0288470533167023
106	0.0271329161685175
108	0.0330987376186726
109	0.208228327614622
110	0.049065795595462
111	0.0442667848836416
112	0.109416639955892
113	0.0183822504166388
114	0.00949445577700036
115	0.0589302965253722
116	0.0077726943420001
117	0.0332319788421265
118	0.114555035526504
119	0.0451719244648608
120	0.0207297883545288
121	0.0118260501583238
122	0.0185698763844417
123	0.0293278967489431
124	0.0072653552860781
125	0.0220047425891087
126	0.00637323571028516
127	0.0175122286912483
128	0.0442931555984453
129	0.0157121746176944
130	0.00570815175268849
131	0.0110545945533448
132	0.0227533284575635
133	0.189097476316577
134	1
135	0.129834570556377
136	0.0343829410021009
137	0.392343627658034
138	0.00456564976925268
139	0.0165417533820051
140	0.0133054986145407
141	0.032115488906362
142	0.015511945928196
143	0.018164034172987
144	0.013157585786675
145	0.00704886192830674
146	0.0560276324095563
147	0.0503024545766881
148	0.0238586991308332
149	0.0985734520259918
150	0.00826220831243576
151	0.112347661291012
152	0.0138753547674753
153	0.0442377302115987
154	0.0506805869167439
155	0.0148168674097103
156	0.425897437238488
157	1
158	0.00794804263304878
159	0.00546428715333549
160	0.219949048588927
161	0.5678303033841
162	0.0425101526094675
163	0.0163583879593837
164	0.0233500835347766
165	0.0137833406180966
166	0.00337314603890506
167	0.219740622988285
168	0.797238175350949
169	0.00959602283031245
170	0.024710773622391
171	0.0144299722413779
172	0.110220607586092
173	0.0231234865937704
174	1
175	0.53650429153159
176	0.022816374316414
177	1
178	0.022389586845382
179	0.548871999006014
180	0.125066693360538
181	0.0169048861472164
182	0.0513765540596844
183	0.0200989533092486
184	0.103349397964475
185	0.0116090714680874
186	0.0382858115470439
187	0.0194203646987954
188	0.0156201089560382
189	0.0249113980125238
190	0.0359292876164085
191	0.00586614380132567
192	0.0222925930018873
193	0.0273311398347475
194	0.0193754934477458
195	0.00923872537898047
196	0.0098168040643631
197	0.163282470449966
198	0.0720938795732291
199	0.770759878426659
200	0.132479584010122
201	0.0324760893497042
202	0.0203767831732122
203	0.129652296972288
204	0.261727029625949
205	0.0706798815922317
206	0.0251677483982921
208	0.0285933292816278
209	0.0326836254114629
210	0.0999620004304813
211	0.029064132300255
212	0.0177227503143576
213	0.0191506647704554
214	0.999999589472633
215	0.016774279711046
216	0.00974317866138427
217	0.0141754045718143
218	0.0270839385264992
219	0.0242285200130314
220	0.0309813848707023
221	0.00605896064897813
222	0.0345361259643888
223	0.0223566040966175
224	0.0458911400169586
225	0.906627145601204
226	0.0277384552596157
227	0.0511310820272448
228	0.182923833085608
229	0.0517577482275635
230	0.0817047134380734
231	0.323767737441879
232	0.0918938176368424
233	0.00796531071736999
234	0.0845501769850379
235	0.0248859538939431
236	0.0237785229570127
237	0.0279569656562798
238	0.0407786495166012
239	0.0269905227455416
240	0.00786363561707052
241	0.0347440834268075
242	0.029639548509422
243	0.0307016114269764
244	0.00801086424054698
245	0.02758881084382
246	0.0918937859622517
247	0.361727078087822
248	0.0216437265314962
249	0.855796987361953
250	0.0567167211340532
251	0.0792844283198305
252	0.0193667434499501
253	0.0212821010923991
254	0.0850533976147147
255	0.624029844958432
256	0.0197352855579654
257	0.0252125643042705
258	0.0280855462397724
259	0.430043342813015
260	0.0260908844756567
261	0.0317241579438115
262	0.989606027495534
263	0.0178059150202724
264	0.015368631745009
265	0.02389446967372
266	0.0137975646943222
267	0.2446208108529
268	0.0076227619984721
269	0.0238237389488916
270	0.350361281127116
271	0.142778665787912
272	0.0105924951086336
273	0.0913631412906946
274	0.00865896166035601
275	0.0183378022512772
276	0.0193393382961533
277	0.00555284063346801
278	0.0488989492669343
279	0.0793392057413467
280	0.0786841154615492
281	0.0476214636795861
282	0.00618179960506796
283	0.982763548221812
284	0.374135401397991
285	0.0307782608814278
286	0.344467522671847
287	0.0209815212263636
288	0.0248037748009787
289	0.017931722765777
290	0.0144682942958608
291	0.0145644800375816
292	0.105122656223683
293	0.0917865222295399
294	0.0208739859972414
295	0.0117180984604221
296	0.00896275428282823
297	0.0474602285067528
298	0.697461036811589
299	0.0993423192269637
300	0.0323354185139586
301	0.139912993200392
302	0.0191768312116276
303	0.0177436358604444
304	0.755388387979912
305	0.0315399328545294
306	0.0308230983940796
307	0.0312383058046399
308	0.0532341930160789
309	0.029492085106739
310	0.00768692381925616
311	0.598974825853525
312	0.0260861835531577
313	0.00959395851573905
314	0.0388768841180389
315	0.06644452014344
316	0.438887017568039
318	0.0247781011070999
319	0.164610803477515
320	0.00668571868343461
321	0.0198707012070283
322	0.0140316355611297
323	0.0389638449260079
324	0.0629716645243872
325	0.174881438523113
326	0.0163837758710216
327	0.0252897119908842
328	0.492560178663341
329	0.0111777068565857
330	0.0371360319652716
331	0.0578159012046493
332	0.182219910332398
334	0.0452702726040589
335	0.14221340877518
336	0.0415798332851769
337	0.155445836244079
338	0.0608104051872832
339	0.0235706498346376
340	0.0580096938431384
341	0.0124281192994243
342	0.0152961632956629
343	0.0312821995589931
344	0.191956041854736
345	0.0554945231225239
346	0.887451327551724
347	0.0236715078011617
348	0.0423097951643237
349	0.0143246111070074
350	0.068706813324153
351	0.0167946432193262
352	0.0027338193294922
353	0.897379186830929
354	0.156898058154486
355	0.0491612224595545
356	0.0301165020622832
357	0.0109223287388834
358	0.878281574932358
359	0.0126276945109528
360	0.0497053285235419
361	0.318301638501528
362	0.641909872111179
363	0.721932531851518
364	0.043297912906604
365	0.0147589478171353
366	0.00469559848399513
367	0.0566552964613622
368	0.0234783512036573
369	0.191956166545564
370	0.0114823566807146
371	0.0162036328940177
372	0.0381260122083753
373	0.0155128897747344
374	0.0947340992638147
375	0.127495305585761
376	0.0166722801566459
377	0.0376503493488562
378	0.871477512500857
379	1
380	0.0698963589926888
381	0.00440238257276831
382	0.0361743941502144
383	0.0523451738979588
384	0.0512529893267856
385	0.228952044639387
386	0.0534708388005484
387	0.00896870242843302
388	0.00823710541590808
389	0.0317535330802828
390	0.0160687332082122
391	0.0927786783517218
392	0.0350836163644693
393	0.0114333687964465
394	0.0679659487173381
396	0.0311819808322797
397	0.268592686174338
398	0.010513666560516
399	0.0187855823291675
400	0.0455514324486803
401	0.0271884182771279
402	0.347314501276517
403	0.0276500704031894
405	0.023341792544014
406	0.0273296556904117
407	0.0156379171771419
408	0.374686029108055
409	0.110085608321274
410	0.00416433977103727
411	0.0271052793088706
412	0.00553330223273171
413	0.0406738595739331
414	0.0484568215347222
415	0.0143671727123653
416	0.0904499005916234
417	0.0345720598776178
418	0.755388444284
419	0.0175749002842463
420	0.019385672773997
421	0.0235736844461874
422	0.0144434353940316
423	0.0253717277310161
424	0.020146694156564
425	0.0336292030149389
426	0.0123991315030557
427	0.380096229625646
428	0.00656797101834762
429	0.0104372078815298
430	0.0236715138174184
431	0.0314040396361858
433	0.0534513482383799
434	0.005375327743425
435	0.0889099140938736
436	0.0954138628634415
437	0.0221158935265622
438	0.0425814244883276
439	0.558357533280357
440	0.0646637259640448
441	0.0702562148056307
442	0.0301372249556068
443	0.0192587398422198
444	0.0193580094292478
445	0.011848898261568
446	0.065103973993375
447	0.0424975157747351
448	0.0237616519331511
449	0.126423754475325
450	0.06907591522158
451	0.0364123604868701
452	0.027415473766484
453	0.0413899489105958
454	0.0067930949662441
455	1
456	0.0758552735397893
457	0.0304528340767423
458	0.0551837101891481
459	0.0108244988010436
460	0.0199303735334982
461	0.0251286017614824
462	1
463	0.05327383381218
464	0.0253356020983671
465	0.0217004200901771
466	0.0211452944186192
467	0.0152035544039691
468	0.0213523596075713
469	0.065048182031128
470	0.0282812761517924
471	0.0430696979057713
472	0.0143240869927899
473	0.788103638589752
474	0.0539415085948359
475	0.125829489863947
476	0.984770270328173
477	0.129416817886617
478	0.0109764129391806
479	0.0141283673025217
480	0.011552097023482
481	0.660341340809092
482	0.0246143813263729
483	0.0259913804596355
484	0.0851169034144189
485	0.130118680467476
486	0.0244692808667319
487	0.0729213043120649
488	0.0385748278174733
489	0.128106125970664
490	0.684771164244149
491	0.231648412438076
492	0.0466668400151791
493	0.0901993181529284
494	0.137967818837779
495	0.0408521735641567
496	0.0485353590843516
497	0.0315688570604167
498	0.0346103616273507
499	0.0359475921584382
500	0.0548126153068813
501	0.0750618748115473
502	0.0203536592485422
503	1
504	0.0840034726426912
505	0.103823013326875
506	0.0498521801004493
507	0.0390298971555738
508	0.0360103095302328
509	0.8057602365138
510	0.0253612904516968
511	0.181877670793292
512	0.0108552530521242
513	0.028414894696163
514	0.0088049155177438
515	0.0258818270055376
516	0.0248605590575309
517	0.0333173129206438
518	0.0412390947330835
519	0.00728883774274068
520	0.0744924802695933
521	0.0447592761521563
522	0.648575107890723
523	0.139017249539095
525	0.363203563304181
526	0.034143842977789
527	0.0289436963929867
529	0.0371537141069974
530	0.0116449041418017
531	0.644877220658385
532	0.0242508727718506
533	0.938247779827686
534	0.03178618264109
535	0.0273327767542763
536	0.134459087675636
537	0.0737699524090296
538	0.0243367493061708
539	0.266487866820954
540	0.0258778466299252
541	0.0366410349397137
542	0.1427786954087
543	0.0342955178943177
544	0.0243496170184868
545	0.0443855204244022
546	0.021105868615278
547	0.0354012695145425
548	0.780621937217967
549	0.0404974170953315
550	0.182678071708007
551	0.0277408669297737
552	0.0442932390424614
553	0.81841121432711
554	0.0248286675490385
555	0.0608271470268936
556	0.0417423342482228
557	0.00749972634852213
558	0.00300131711875048
559	0.0149122878285914
560	0.0608274778697206
561	0.110941594194724
562	0.018026235757941
563	0.0100956379212259
564	0.367223250421495
565	0.0282198350020734
566	0.057815868619044
567	0.0434423358862219
568	0.958605684984455
569	0.0219952670429357
571	0.208228398882502
572	0.0122703402213926
573	0.00718547715145732
574	0.0550227952508975
575	0.0260861835758349
576	0.00398746335451628
577	0.991427924892053
578	0.0159739113202376
579	0.0168413634004629
580	0.0101492716429961
581	0.0114702565623663
582	0.0130342708863539
583	0.0357936307791898
584	0.0802069494986979
585	0.0113892349805437
586	0.0255537404358723
587	0.584379589551075
588	0.00555133825391885
589	0.0172492185870888
590	0.0163559214907505
591	0.465178218114461
592	0.0189742038808185
593	0.0292925551343826
594	0.0160898918592424
595	0.0261655881576873
596	0.00948255752829225
597	0.038208206053183
598	0.0223549258344261
599	0.0311943352203809
600	0.0353015823971689
601	1
602	0.012664145883117
603	0.0358623806666754
604	0.584995439616403
605	0.0350197580834631
606	0.129403937486155
607	0.0278569135475969
608	0.0237874212762691
609	0.0127930955274147
610	0.906018717630366
611	0.0129299712703678
612	0.0389973488458678
613	0.610972805155735
614	0.109921010243005
615	0.0465927240890093
616	0.0147385699166774
617	0.0343858062769684
618	0.0317796714343791
619	0.0141754412356511
620	0.0451444329651445
621	0.94601720709201
622	0.299955825774665
623	0.0189910876054326
624	0.041722262595679
625	0.0308108427182599
626	0.0247334864232752
627	0.0206516796724562
628	0.0245417860375295
629	1
630	0.182923824673284
631	0.957909559575464
632	0.795288674962458
633	0.474055867736659
634	0.0194830634403732
635	0.0426985196876739
636	0.0122930760854966
637	0.0342770814886907
638	0.0254924506259875
639	0.0178264966712416
640	0.0340615158355411
641	0.0289607707192361
642	0.0266007584300627
643	0.0103053794579676
644	0.0220671845931305
645	0.00886893469042902
646	0.378579859664755
647	0.0491473790407365
648	0.0371031746238271
649	0.590269727126546
650	0.0273311335686046
651	0.0178900756607595
652	0.0175076276986145
653	0.1919560959935
654	0.00535648751042623
655	0.950989488894748
656	0.0409472458475898
657	0.822527401590295
658	0.0474602503268633
659	0.0842622523286868
660	0.0193538271194915
661	0.641909967256239
662	0.0353253024575544
663	0.099059513089278
664	0.00555285643558157
665	0.37568471176076
666	0.0482098894519935
667	0.0428363200853285
668	0.0149161479071738
669	0.0562709383320794
670	0.0526651159216131
671	0.029095790680108
672	0.0159762704442666
673	0.0179530433036257
674	0.124262976806402
675	0.0341638055114096
677	0.0283692796410114
678	0.00802288408552447
679	0.012122839302515
680	0.00440238035623669
681	0.0181913122933687
682	0.0215931818184147
683	0.0400682991614943
684	0.052960412059677
685	0.0345893576893477
686	0.208862188309129
687	0.010029827599356
688	0.0392382104138809
689	0.0183223890917073
690	0.242427081283281
691	0.011054500529078
692	0.0367175278397308
693	0.0283484247388638
695	0.598975665832785
696	0.0220886241052177
697	0.00875057317439699
698	0.0304983020274003
700	0.0783765219549886
701	0.0111777119973714
702	0.0183951842246207
703	0.851784562608562
704	0.00624578028616323
705	0.0247180594201739
706	0.0345838647963545
707	0.0113892311217507
708	0.216390770298568
709	0.0205238977489392
710	0.0193754954924821
711	0.0084186381831403
712	0.0092725932545825
713	0.0290326808808109
714	0.859159209724605
715	0.788103064800553
716	0.0406083185377142
717	0.0266327727023473
718	0.0175870797097423
719	0.0227918471245202
720	0.894201203584541
721	0.0275562251631877
722	0.0728241316280888
723	0.0337632976318785
724	0.092439766296969
725	0.751293375711818
726	0.0665954619849403
727	0.0119475824230468
728	0.702088405094157
729	0.152529542586499
730	0.0450005317535219
731	0.0268201987816379
732	0.062971697001959
733	0.0296410613386778
734	0.211267315038033
735	0.0619216636590471
736	0.0231032179736743
737	0.902239762573709
738	0.0129684412826208
739	0.0211405920147852
740	0.0297422697826937
741	0.00500999271153441
742	0.721932189053535
743	0.960295608766313
744	0.236514812837537
745	0.991890967482636
746	0.02617260384924
747	0.155445842827834
748	0.50802292061373
749	0.019931766861678
750	0.0224457325756051
751	0.0141796550415357
752	1
753	0.182219935122964
754	0.454951725099073
755	0.092439184443123
756	0.955814103440647
757	0.0320823067613204
758	0.123503880556546
759	0.0296605009466631
760	0.0578958453137972
761	0.0793392216935703
762	0.0176134761065304
763	0.0650481666026147
764	0.304030760374313
765	0.0696097457115441
766	0.0108980658383009
767	0.0193370636277563
768	0.0330917645728112
769	0.0128306260888071
770	0.0351138249093998
771	0.0147354263461469
772	0.99261245702409
773	0.228951942659648
774	0.984138786199546
775	0.0196669598902981
776	0.00809813986096678
777	0.0506230554269287
778	0.0272839607839694
779	0.388533806852855
780	0.0278436139712579
781	0.0295470017844848
782	0.0247334623072958
783	0.031194750174195
784	0.841082675661512
785	0.0270283382475806
786	0.0612617645491151
787	0.0127542365148576
788	0.0487287147651146
789	0.0134806801017959
790	0.0411738604712544
791	0.0229948858236732
792	0.0453606189934295
793	0.0179139167076166
794	0.0269753832538536
795	0.0139661438442683
796	0.0132541488408521
797	0.0158894970584134
798	0.043287600589038
799	0.179759281351887
800	0.683671439116625
801	0.00984744662484596
802	0.0208926428175689
803	0.0442611369578595
804	0.0347996190441652
805	0.0520907886388192
806	0.00920231954647447
807	0.023671502479014
808	0.0860510621429799
809	0.0416489852221956
810	0.0570467193864695
811	0.0107791681415631
812	0.0200144295643578
813	1
814	0.0211010316570637
815	0.182678154636071
816	0.0121479225470705
817	0.0453413465114032
818	0.032172370879024
819	0.0250584849176667
820	0.0271329296324054
821	0.0181748931519865
822	0.0137848163597024
823	0.894200873878159
824	0.99261352638747
825	0.032062521486349
826	0.0246042771216944
827	0.0207039776690023
828	0.0979209123189569
829	0.043700720871488
830	0.0323243351823626
831	0.0311957137493771
832	0.0479508921104536
833	0.0346830690452964
834	0.0158302489933098
835	0.0309725499480548
836	0.0731341988409194
837	0.960295469632662
838	0.0113753557469347
839	0.0516730252397483
840	0.0313146598691874
841	0.0349371220813332
842	0.0376209830280431
843	0.124980795961944
844	0.134789059685771
845	0.0244968078646848
846	0.739215387654194
847	0.0323341903829331
848	0.0235169961828842
849	0.0149896183709455
850	0.0137150734872606
851	0.0236761664680661
852	0.0523036898916919
853	0.0407097931528723
854	0.021105091399866
855	0.02265747044519
856	0.0299041355974872
857	0.0320312379705518
858	0.854907994662312
859	0.23164834321049
860	0.0130668848717649
861	0.835976772274657
862	0.0140359132817968
863	0.0266505437378364
864	0.0497181508012511
865	0.620880989637906
866	0.0211675793796078
867	0.00704888202515402
868	0.0053819614855367
869	0.147178758272869
870	0.00361326318296923
871	0.0173048874911596
872	0.0391240989264858
873	0.0174157351386591
874	0.0379066977897664
875	0.0272015777749779
876	0.0151971854125289
877	0.0168235663459846
878	0.012813114916804
879	0.0219001060542268
880	0.054214246852641
881	0.0151536217422472
882	0.023259901717669
883	0.0336733318571717
884	0.288797501628627
885	0.0526649497635754
886	0.0186195201667755
887	0.059581231095067
888	0.0578217143890705
889	0.850585186621798
890	0.268592667907075
891	0.0250137637670892
892	0.0708764616215925
893	0.479946850670402
894	0.0938507224283758
895	0.0489325859675125
896	0.0560313204209208
897	0.03175357133956
898	0.380096359524669
899	0.0143672589185389
900	0.0313957946806842
901	0.0210120691976147
902	0.0304518430066152
903	0.152529573940534
904	0.0119868174611444
905	0.0105803767378029
906	0.0440324786510227
907	0.0220621639730368
908	0.0451228213540194
909	0.0238259305867846
910	0.0297185679317639
911	0.849836802441605
912	0.0648063484702789
913	0.0203733681075442
914	0.0674715232581318
915	0.0502292985305662
916	0.115190661890535
917	0.858382636553177
918	0.0405693321675688
919	0.0416513954342646
920	0.0201846150484135
921	0.0504456899793618
922	0.0442126377199405
923	0.17728716718316
924	0.0149527076397905
925	0.077459583352476
926	0.034266082179416
927	0.00886419007695136
928	0.0647045412385316
929	0.255181229213858
930	0.0248318974441129
931	0.0489857593828542
932	0.0296395465212172
933	0.0773762431302627
934	0.259712031468889
935	0.446714446840837
936	1
937	0.0262657890254296
938	0.0144688748636742
939	0.0320533432564645
940	0.0378536562393363
941	0.0571232499119885
942	0.0271329089565839
943	0.0202861029070437
944	0.0511310582556777
945	0.91608449740884
946	0.0212314759216541
947	0.0458804533103657
948	0.0470180463287166
949	0.0583330370185997
950	0.806567416054828
951	0.641909425279464
952	0.143391622788465
953	0.10992108114652
954	0.0347637306590215
955	0.0193784832274725
956	0.0474139532673745
957	0.076712461845402
958	0.00538981104163984
959	0.00759388566058078
